USINA,SUBSISTEMA,CEG,2023,2024,2025,2026,2027,2028,2029,2030,2031,MUST,BUS_2023,BUS_2030
EOL VENTOS DE ICAPUI,NE,032398-5,-,9.695,9.912,10.14,10.944,10.994,11.381,11.255,11.272,21.0,-,56261
EOL VENTOS DE MORRINHOS,NE,030945-1,11.231,10.237,9.99,10.226,11.151,11.182,11.575,11.379,11.396,29.85,6107,58803
EOL VENTOS DE S J PAULO II,NE,048517-9,-,-,-,-,11.464,11.412,11.841,11.71,11.727,30.8,-,12201
EOL VENTOS DE S.ANGELINA,NE,031275-4,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,28.7,6641,58265
EOL VENTOS DE S.BARBARA,NE,031274-6,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,28.7,6641,58266
EOL VENTOS DE SANTA ALEXANDRINA,NE,048511-0,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,42.97,6641,12201
EOL VENTOS DE SANTA ANGELA 01,NE,033005-1,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.75,5570,58177
EOL VENTOS DE SANTA ANGELA 02,NE,033006-0,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.75,5570,58178
EOL VENTOS DE SANTA ANGELA 03,NE,033007-8,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.75,5570,58179
EOL VENTOS DE SANTA ANGELA 04,NE,033008-6,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.75,5570,58180
EOL VENTOS DE SANTA ANGELA 05,NE,033009-4,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.58,5570,58181
EOL VENTOS DE SANTA ANGELA 06,NE,033010-8,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.58,5570,58182
EOL VENTOS DE SANTA ANGELA 07,NE,033011-6,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,24.46,5570,58183
EOL VENTOS DE SANTA ANGELA 08,NE,033012-4,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.58,5570,58184
EOL VENTOS DE SANTA ANGELA 09,NE,033013-2,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,43.3,5570,58185
EOL VENTOS DE SANTA ANGELA 10,NE,033014-0,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,40.25,5570,58186
EOL VENTOS DE SANTA ANGELA 11,NE,033015-9,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,43.54,5570,58187
EOL VENTOS DE SANTA ANGELA 12,NE,033016-7,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,29.39,5570,58772
EOL VENTOS DE SANTA ANGELA 13,NE,033017-5,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,27.78,5570,58773
EOL VENTOS DE SANTA ANGELA 14,NE,033018-3,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,42.06,5570,58188
EOL VENTOS DE SANTA ANGELA 15,NE,033019-1,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,42.71,5570,58189
EOL VENTOS DE SANTA ANGELA 16,NE,033020-5,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.75,5570,58774
EOL VENTOS DE SANTA ANGELA 17,NE,033021-3,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,46.45,5570,58190
EOL VENTOS DE SANTA ANGELA 18,NE,033022-1,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,30.75,5570,58775
EOL VENTOS DE SANTA ANGELA 19,NE,033023-0,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,29.46,5570,58191
EOL VENTOS DE SANTA ANGELA 20,NE,033024-8,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,29.55,5570,58192
EOL VENTOS DE SANTA ANGELA 21,NE,033025-6,10.849,10.172,10.134,10.361,11.259,11.288,11.737,11.618,11.635,26.59,5570,58193
EOL VENTOS DE SANTA APARECIDA,NE,034736-1,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,26.53,6291,59078
EOL VENTOS DE SANTA AURORA,NE,034742-6,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,26.56,6291,59080
EOL VENTOS DE SANTA BEATRIZ,NE,034738-8,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,26.61,6291,59079
EOL VENTOS DE SANTA BRIGIDA I,NE,031365-3,9.315,8.208,8.078,8.28,9.764,9.818,10.189,10.056,10.071,14.18,5098,58000
EOL VENTOS DE SANTA BRIGIDA II,NE,031363-7,9.315,8.208,8.078,8.28,9.764,9.818,10.189,10.056,10.071,28.35,5098,58001
EOL VENTOS DE SANTA BRIGIDA III,NE,031354-8,9.315,8.208,8.078,8.28,9.764,9.818,10.189,10.056,10.071,30.0,5098,58002
EOL VENTOS DE SANTA BRIGIDA IV,NE,031370-0,9.315,8.208,8.078,8.28,9.764,9.818,10.189,10.056,10.071,28.35,5098,58003
EOL VENTOS DE SANTA BRIGIDA V,NE,031346-7,9.315,8.208,8.078,8.28,9.764,9.818,10.189,10.056,10.071,30.0,5098,58004
EOL VENTOS DE SANTA BRIGIDA VI,NE,031353-0,9.315,8.208,8.078,8.28,9.764,9.818,10.189,10.056,10.071,30.0,5098,58005
EOL VENTOS DE SANTA BRIGIDA VII,NE,031422-6,9.315,8.208,8.078,8.28,9.764,9.818,10.189,10.056,10.071,28.35,5098,58006
EOL VENTOS DE SANTA EMILIA,NE,034717-5,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,26.5,6291,59081
EOL VENTOS DE SANTA ESPERANCA 08,NE,034661-6,10.487,10.021,9.884,10.108,10.483,10.525,10.909,10.727,10.742,25.01,6290,555
EOL VENTOS DE SANTA ESPERANCA 13,NE,034692-6,10.487,10.021,9.884,10.108,10.529,10.571,10.957,10.776,10.792,33.35,6290,59052
EOL VENTOS DE SANTA ESPERANCA 15,NE,034507-5,10.487,10.021,9.884,10.108,10.529,10.571,10.957,10.776,10.792,45.85,6290,59085
EOL VENTOS DE SANTA ESPERANCA 16,NE,034508-3,10.487,10.021,9.884,10.108,10.483,10.525,10.909,10.727,10.742,41.69,6290,555
EOL VENTOS DE SANTA ESPERANCA 17,NE,034509-1,10.487,10.021,9.884,10.108,10.529,10.571,10.957,10.776,10.792,41.69,6290,59086
EOL VENTOS DE SANTA ESPERANCA 21,NE,034511-3,10.487,10.021,9.884,10.108,10.483,10.525,10.909,10.727,10.742,45.86,6290,555
EOL VENTOS DE SANTA ESPERANCA 22,NE,034512-1,10.487,10.021,9.884,10.108,10.483,10.525,10.909,10.727,10.742,45.86,6290,555
EOL VENTOS DE SANTA ESPERANCA 25,NE,034513-0,10.487,10.021,9.884,10.108,10.483,10.525,10.909,10.727,10.742,25.01,6290,555
EOL VENTOS DE SANTA ESPERANCA 26,NE,034514-8,10.487,10.021,9.884,10.108,10.483,10.525,10.909,10.727,10.742,45.86,6290,555
EOL VENTOS DE SANTA EUGENIA 01,NE,038077-6,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,50.0,6060,59120
EOL VENTOS DE SANTA EUGENIA 02,NE,038078-4,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,11.3,6060,59121
EOL VENTOS DE SANTA EUGENIA 03,NE,038079-2,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,39.54,6060,59122
EOL VENTOS DE SANTA EUGENIA 05,NE,038081-4,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,33.88,6060,59123
EOL VENTOS DE SANTA EUGENIA 06,NE,038082-2,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,33.88,6060,59124
EOL VENTOS DE SANTA EUGENIA 07,NE,038083-0,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,16.95,6060,59125
EOL VENTOS DE SANTA EUGENIA 08,NE,038084-9,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,28.24,6060,59126
EOL VENTOS DE SANTA EUGENIA 09,NE,038085-7,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,39.52,6060,59127
EOL VENTOS DE SANTA EUGENIA 10,NE,038086-5,10.785,10.735,10.586,10.885,11.798,11.855,12.287,12.123,12.14,45.16,6060,59050
EOL VENTOS DE SANTA EUGENIA 11,NE,038087-3,10.785,10.735,10.586,10.885,11.798,11.855,12.287,12.123,12.14,28.24,6060,59050
EOL VENTOS DE SANTA EUGENIA 12,NE,038088-1,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,39.53,6060,59128
EOL VENTOS DE SANTA EUGENIA 13,NE,038089-0,10.785,10.735,10.586,10.885,11.485,11.536,11.952,11.786,11.803,45.16,6060,59129
EOL VENTOS DE SANTA EUGENIA 14,NE,038090-3,10.785,10.735,10.586,10.885,11.798,11.855,12.287,12.123,12.14,22.59,6060,59050
EOL VENTOS DE SANTA JOANA I,NE,031581-8,11.395,10.723,10.664,10.912,11.81,11.333,11.753,11.616,11.632,28.9,5305,58218
EOL VENTOS DE SANTA JOANA II,NE,031361-0,11.239,10.569,10.51,10.756,11.368,11.269,11.689,11.554,11.571,29.9,5303,58200
EOL VENTOS DE SANTA JOANA III,NE,031580-0,11.395,10.723,10.664,10.912,11.81,11.333,11.753,11.616,11.632,29.6,5305,58219
EOL VENTOS DE SANTA JOANA IV,NE,031520-6,11.395,10.723,10.664,10.912,11.81,11.333,11.753,11.616,11.632,27.2,5305,58220
EOL VENTOS DE SANTA JOANA IX,NE,031417-0,11.2,10.537,10.473,10.717,11.425,11.194,11.609,11.47,11.487,29.6,6631,58209
EOL VENTOS DE SANTA JOANA V,NE,031538-9,11.395,10.723,10.664,10.912,11.81,11.333,11.753,11.616,11.632,28.9,5305,58221
EOL VENTOS DE SANTA JOANA VI,NE,031367-0,11.239,10.569,10.51,10.756,11.368,11.269,11.689,11.554,11.571,29.8,5303,58201
EOL VENTOS DE SANTA JOANA VII,NE,031597-4,11.395,10.723,10.664,10.912,11.81,11.333,11.753,11.616,11.632,28.9,5305,58222
EOL VENTOS DE SANTA JOANA VIII,NE,031366-1,11.239,10.569,10.51,10.756,11.368,11.269,11.689,11.554,11.571,29.8,5303,58202
EOL VENTOS DE SANTA JOANA X,NE,031393-9,11.2,10.537,10.473,10.717,11.425,11.194,11.609,11.47,11.487,29.6,6631,58210
EOL VENTOS DE SANTA JOANA XI,NE,031388-2,11.2,10.537,10.473,10.717,11.425,11.194,11.609,11.47,11.487,29.6,6631,58211
EOL VENTOS DE SANTA JOANA XII,NE,031414-5,11.2,10.537,10.473,10.717,11.425,11.194,11.609,11.47,11.487,28.9,6631,58212
EOL VENTOS DE SANTA JOANA XIII,NE,031394-7,11.2,10.537,10.473,10.717,11.425,11.194,11.609,11.47,11.487,29.6,6631,58213
EOL VENTOS DE SANTA JOANA XIV,NE,031368-8,11.239,10.569,10.51,10.756,11.368,11.269,11.689,11.554,11.571,29.9,5303,58203
EOL VENTOS DE SANTA JOANA XV,NE,031416-1,11.2,10.537,10.473,10.717,11.425,11.194,11.609,11.47,11.487,28.9,6631,58214
EOL VENTOS DE SANTA JOANA XVI,NE,031392-0,11.2,10.537,10.473,10.717,11.425,11.194,11.609,11.47,11.487,28.9,6631,58215
EOL VENTOS DE SANTA LEIA 1,NE,032593-7,10.501,9.631,9.666,9.891,10.861,10.928,11.341,11.218,11.235,66.15,6130,57747
EOL VENTOS DE SANTA LEIA 12,NE,045010-3,10.501,9.631,9.666,9.891,10.861,10.928,11.341,11.218,11.235,63.6,6130,57752
EOL VENTOS DE SANTA LEIA 13,NE,045011-1,10.501,9.631,9.666,9.891,10.861,10.928,11.341,11.218,11.235,64.78,6130,57753
EOL VENTOS DE SANTA LEIA 14,NE,045012-0,10.501,9.631,9.666,9.891,10.861,10.928,11.341,11.218,11.235,64.78,6130,57754
EOL VENTOS DE SANTA LEIA 2,NE,033681-5,10.501,9.631,9.666,9.891,10.861,10.928,11.341,11.218,11.235,66.15,6130,57748
EOL VENTOS DE SANTA LEIA 3,NE,034937-2,10.501,9.631,9.666,9.891,10.861,10.928,11.341,11.218,11.235,66.15,6130,57749
EOL VENTOS DE SANTA LEIA 4,NE,033690-4,10.501,9.631,9.666,9.891,10.861,10.928,11.341,11.218,11.235,65.76,6130,57750
EOL VENTOS DE SANTA LEIA 5,NE,033691-2,10.501,9.631,9.666,9.891,10.861,10.928,11.341,11.218,11.235,66.15,6130,57751
EOL VENTOS DE SANTA LUZIA 01,NE,049398-8,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 02,NE,049399-6,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 03,NE,049416-0,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 04,NE,049417-8,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 05,NE,2049418-6,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 06,NE,4049419-4,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 07,NE,4049420-8,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 08,NE,4049421-6,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 09,NE,4049422-4,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 10,NE,4049423-2,10.672,10.743,10.571,10.889,11.439,11.492,11.908,11.723,11.74,41.16,8714,59189
EOL VENTOS DE SANTA LUZIA 11,NE,9051585-0,10.042,9.038,9.035,9.251,10.241,10.293,10.669,10.539,10.554,49.5,6146,57475
EOL VENTOS DE SANTA LUZIA 12,NE,9051586-8,10.042,9.038,9.035,9.251,10.241,10.293,10.669,10.539,10.554,54.0,6146,57475
EOL VENTOS DE SANTA LUZIA 13,NE,9051587-6,10.042,9.038,9.035,9.251,10.241,10.293,10.669,10.539,10.554,54.0,6146,57475
EOL VENTOS DE SANTA LUZIA 14,NE,2051588-4,10.81,10.428,10.283,10.536,10.993,11.039,11.445,11.275,11.292,74.4,6070,11561
EOL VENTOS DE SANTA LUZIA 15,NE,2051589-2,10.81,10.428,10.283,10.536,10.993,11.039,11.445,11.275,11.292,74.4,6070,11561
EOL VENTOS DE SANTA LUZIA 16,NE,2051590-6,10.81,10.428,10.283,10.536,10.993,11.039,11.445,11.275,11.292,74.4,6070,11561
EOL VENTOS DE SANTA LUZIA 17,NE,051591-4,-,-,-,-,10.993,11.039,11.445,11.275,11.292,5.3,-,11561
EOL VENTOS DE SANTA MARTINA 01,NE,038310-4,10.501,9.631,9.666,9.891,10.823,10.889,11.3,11.177,11.193,61.74,6130,56742
EOL VENTOS DE SANTA MARTINA 09,NE,038318-0,10.501,9.631,9.666,9.891,10.823,10.889,11.3,11.177,11.193,61.74,6130,56743
EOL VENTOS DE SANTA MARTINA 10,NE,038319-8,10.501,9.631,9.666,9.891,10.823,10.889,11.3,11.177,11.193,61.74,6130,56744
EOL VENTOS DE SANTA MARTINA 11,NE,038320-1,10.501,9.631,9.666,9.891,10.823,10.889,11.3,11.177,11.193,61.74,6130,56745
EOL VENTOS DE SANTA MARTINA 12,NE,038321-0,10.501,9.631,9.666,9.891,10.823,10.889,11.3,11.177,11.193,61.74,6130,56746
EOL VENTOS DE SANTA MARTINA 13,NE,038322-8,10.501,9.631,9.666,9.891,10.823,10.889,11.3,11.177,11.193,65.85,6130,56747
EOL VENTOS DE SANTA MARTINA 14,NE,038323-6,10.501,9.631,9.666,9.891,10.823,10.889,11.3,11.177,11.193,61.74,6130,56748
EOL VENTOS DE SANTA ROSALIA 05,NE,1049895-5,-,-,-,9.085,10.15,10.147,10.495,10.389,10.404,42.0,-,365
EOL VENTOS DE SANTA ROSALIA 06,NE,1049896-3,-,-,-,9.085,10.15,10.147,10.495,10.389,10.404,42.0,-,365
EOL VENTOS DE SANTA ROSALIA 07,NE,1049897-1,-,-,-,9.085,10.15,10.147,10.495,10.389,10.404,42.0,-,365
EOL VENTOS DE SANTO ABRAAO,NE,032884-7,10.807,10.289,10.138,10.366,10.628,10.672,11.062,10.881,10.897,27.65,6291,59051
EOL VENTOS DE SANTO ALDERICO,NE,048512-8,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,38.66,6641,58228
EOL VENTOS DE SANTO ANTERO,NE,035249-7,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,46.43,6641,58228
EOL VENTOS DE SANTO ANTONIO 01,NE,9047205-0,10.042,9.038,9.035,9.251,10.241,10.293,10.669,10.539,10.554,45.0,6146,57475
EOL VENTOS DE SANTO APOLINARIO,NE,048513-6,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,34.23,6641,58228
EOL VENTOS DE SANTO AUGUSTO I,NE,031746-2,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,18.03,6641,58228
EOL VENTOS DE SANTO AUGUSTO II,NE,031747-0,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,27.05,6641,58229
EOL VENTOS DE SANTO AUGUSTO III,NE,031662-8,11.395,10.723,10.664,10.912,11.81,11.333,11.753,11.616,11.632,29.6,5305,58223
EOL VENTOS DE SANTO AUGUSTO IV,NE,031603-2,11.395,10.723,10.664,10.912,11.81,11.333,11.753,11.616,11.632,28.9,5305,58224
EOL VENTOS DE SANTO AUGUSTO V,NE,031661-0,11.395,10.723,10.664,10.912,11.81,11.333,11.753,11.616,11.632,29.6,5305,58225
EOL VENTOS DE SANTO AUGUSTO VI,NE,031766-7,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,29.3,6641,58230
EOL VENTOS DE SANTO AUGUSTO VII,NE,031749-7,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,18.03,6641,58231
EOL VENTOS DE SANTO AUGUSTO VIII,NE,031767-5,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,18.03,6641,58232
EOL VENTOS DE SANTO ESTEVAO I,NE,031761-6,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,24.79,6641,58235
EOL VENTOS DE SANTO ESTEVAO II,NE,031762-4,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,24.79,6641,58236
EOL VENTOS DE SANTO ESTEVAO III,NE,031763-2,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,29.3,6641,58237
EOL VENTOS DE SANTO ESTEVAO IV,NE,032365-9,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,29.3,6641,58246
EOL VENTOS DE SANTO ESTEVAO V,NE,031764-0,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,27.05,6641,58238
EOL VENTOS DE SANTO ONOFRE I,NE,031364-5,11.239,10.569,10.51,10.756,11.368,11.269,11.689,11.554,11.571,29.9,5303,58204
EOL VENTOS DE SANTO ONOFRE II,NE,031362-9,11.239,10.569,10.51,10.756,11.368,11.269,11.689,11.554,11.571,29.7,5303,58205
EOL VENTOS DE SANTO ONOFRE III,NE,031886-8,11.239,10.569,10.51,10.756,11.368,11.269,11.689,11.554,11.571,29.9,5303,58206
EOL VENTOS DE SANTO ONOFRE IV,NE,032366-7,11.421,10.739,10.689,10.937,12.103,12.065,12.526,12.401,12.419,27.05,6641,58247
EOL VENTOS DE SANTO URIEL,NE,030828-5,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,16.03,6140,56646
EOL VENTOS DE SAO BERNARDO,NE,035250-0,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,42.12,6641,12201
EOL VENTOS DE SAO CAIO,NE,048514-4,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,33.41,6641,12201
EOL VENTOS DE SAO CIRIACO,NE,048515-2,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,47.37,6641,12201
EOL VENTOS DE SAO CIRO,NE,048516-0,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,33.95,6641,12201
EOL VENTOS DE SAO CLEMENTE I,NE,031818-3,9.357,8.262,8.137,8.339,10.153,10.216,10.606,10.478,10.493,30.0,5091,58019
EOL VENTOS DE SAO CLEMENTE II,NE,031819-1,9.357,8.262,8.137,8.339,10.153,10.216,10.606,10.478,10.493,30.0,5091,58020
EOL VENTOS DE SAO CLEMENTE III,NE,031820-5,9.357,8.262,8.137,8.339,10.153,10.216,10.606,10.478,10.493,30.0,5091,58021
EOL VENTOS DE SAO CLEMENTE IV,NE,031821-3,9.357,8.262,8.137,8.339,10.153,10.216,10.606,10.478,10.493,30.0,5091,58022
EOL VENTOS DE SAO CLEMENTE V,NE,031822-1,9.357,8.262,8.137,8.339,10.153,10.216,10.606,10.478,10.493,30.0,5091,58023
EOL VENTOS DE SAO CLEMENTE VI,NE,031823-0,9.357,8.262,8.137,8.339,10.153,10.216,10.606,10.478,10.493,26.6,5091,58024
EOL VENTOS DE SAO CLEMENTE VII,NE,031824-8,9.357,8.262,8.137,8.339,10.153,10.216,10.606,10.478,10.493,25.1,5091,58025
EOL VENTOS DE SAO CLEMENTE VIII,NE,031825-6,9.357,8.262,8.137,8.339,10.153,10.216,10.606,10.478,10.493,21.4,5091,58026
EOL VENTOS DE SAO CRISPIM,NE,048704-0,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,47.26,6641,12201
EOL VENTOS DE SAO JANUARIO 01,NE,033508-8,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,33.6,6331,58648
EOL VENTOS DE SAO JANUARIO 03,NE,033521-5,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,33.6,6331,58654
EOL VENTOS DE SAO JANUARIO 04,NE,032641-0,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,29.4,6331,58649
EOL VENTOS DE SAO JANUARIO 05,NE,032644-5,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,42.0,6331,58655
EOL VENTOS DE SAO JANUARIO 06,NE,033523-1,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,37.8,6331,58656
EOL VENTOS DE SAO JANUARIO 10,NE,033529-0,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,42.0,6331,58657
EOL VENTOS DE SAO JANUARIO 11,NE,033530-4,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,42.0,6331,58658
EOL VENTOS DE SAO JANUARIO 13,NE,033532-0,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,42.0,6331,58650
EOL VENTOS DE SAO JANUARIO 14,NE,033533-9,10.81,9.693,9.415,9.64,10.751,10.751,11.111,10.906,10.922,42.0,6331,58651
EOL VENTOS DE SAO JANUARIO 15,NE,032642-9,11.203,10.745,10.582,10.838,11.263,11.314,11.733,11.565,11.582,70.56,6071,58859
EOL VENTOS DE SAO JANUARIO 16,NE,033547-9,11.203,10.745,10.582,10.838,11.263,11.314,11.733,11.565,11.582,70.56,6071,58848
EOL VENTOS DE SAO JANUARIO 17,NE,033548-7,11.203,10.745,10.582,10.838,11.263,11.314,11.733,11.565,11.582,70.56,6071,58849
EOL VENTOS DE SAO JANUARIO 18,NE,033549-5,11.203,10.745,10.582,10.838,11.263,11.314,11.733,11.565,11.582,70.56,6071,58850
EOL VENTOS DE SAO JANUARIO 19,NE,037101-7,11.203,10.745,10.582,10.838,11.263,11.314,11.733,11.565,11.582,70.56,6071,58851
EOL VENTOS DE SAO JANUARIO 20,NE,037102-5,10.81,9.693,9.415,9.64,10.891,10.894,11.261,11.058,11.074,49.39,6331,58659
EOL VENTOS DE SAO JANUARIO 21,NE,037103-3,10.81,9.693,9.415,9.64,10.891,10.894,11.261,11.058,11.074,49.39,6331,58660
EOL VENTOS DE SAO JANUARIO 22,NE,037104-1,10.81,9.693,9.415,9.64,10.891,10.894,11.261,11.058,11.074,49.39,6331,58661
EOL VENTOS DE SAO JANUARIO 23,NE,040625-2,10.501,9.631,9.666,9.891,10.823,10.889,11.3,11.177,11.193,57.62,6130,58662
EOL VENTOS DE SAO JOAO PAULO II,NE,048517-9,11.421,10.739,10.689,10.937,11.464,11.412,11.841,11.71,11.727,29.97,6641,12201
EOL VENTOS DE SAO MARTINHO,NE,031412-9,10.64,9.792,9.851,10.079,10.828,10.892,11.302,11.179,11.195,14.54,6140,56719
EOL VENTOS DE SAO RICARDO 01,NE,049170-5,-,9.883,9.981,10.21,11.258,11.325,11.696,11.575,11.592,42.32,-,11265
EOL VENTOS DE SAO RICARDO 02,NE,049171-3,-,9.883,9.981,10.21,11.258,11.325,11.696,11.575,11.592,42.32,-,11265
EOL VENTOS DE SAO RICARDO 03,NE,049172-1,-,9.883,9.981,10.21,11.258,11.325,11.696,11.575,11.592,50.02,-,11265
EOL VENTOS DE SAO RICARDO 04,NE,049173-0,-,9.883,9.981,10.21,11.258,11.325,11.696,11.575,11.592,38.9,-,11265
EOL VENTOS DE SAO RICARDO 10,NE,049179-9,-,9.883,9.981,10.21,11.258,11.325,11.696,11.575,11.592,44.46,-,11265
EOL VENTOS DE SAO RICARDO 11,NE,049180-2,10.68,9.883,9.981,10.21,11.258,11.325,11.696,11.575,11.592,33.34,5350,11265
EOL VENTOS DE SAO ROQUE 03,NE,038105-5,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,45.1,5325,58776
EOL VENTOS DE SAO ROQUE 05,NE,038107-1,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,45.1,5325,58776
EOL VENTOS DE SAO ROQUE 06,NE,038108-0,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,45.1,5325,58776
EOL VENTOS DE SAO ROQUE 07,NE,038109-8,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,45.1,5325,58776
EOL VENTOS DE SAO ROQUE 1,NE,038103-9,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,49.0,5325,58776
EOL VENTOS DE SAO ROQUE 11,NE,040629-5,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,49.0,5325,58776
EOL VENTOS DE SAO ROQUE 13,NE,040631-7,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,45.1,5325,58776
EOL VENTOS DE SAO ROQUE 16,NE,038110-1,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,49.0,5325,58776
EOL VENTOS DE SAO ROQUE 17,NE,038111-0,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,49.0,5325,58776
EOL VENTOS DE SAO ROQUE 18,NE,038112-8,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,49.0,5325,58776
EOL VENTOS DE SAO ROQUE 19,NE,038113-6,10.997,10.471,10.428,10.684,11.466,11.496,11.919,11.786,11.803,45.1,5325,58776
